estado,NameState,year,Homicides,MortInfResp,Poverty,AccessHealth,WomenActiveEcon,Analfabeto,AveSchool,LifeExp,MortInf,HospBeds,DocNurse,NetMigration,WomenAdmin,AveSalary,GDPpc
12,Guerrero,2001,38.7,36.7923621868255,73.1786245304113,25.8478690724634,35.9199798883644,21,6.45196179110894,71.1617379458786,24.8114017256177,0.432087428406076,1.8161688304191,-1.60239121230712,0.275051911819373,3220.34347406004,32490.096614048
13,Hidalgo,2001,6.1,35.7392927996266,55.4984688512939,35.6903167814403,37.349346526607,14.2,6.83649724671148,72.7083541840615,22.1238938053097,0.405099487662067,1.71070185239501,-0.975478916385505,0.582973347821094,3405.36588904596,40703.6718044053
14,Jalisco,2001,7.4,19.3625160513913,41.1307524290892,50.2299623719812,38.5860032073813,6.1,7.74462719335336,74.0746254031433,16.5886772556515,0.905752767970396,2.3299364733076,-0.650415531458114,0.143923338283281,4362.15326722748,64079.2041152587
15,México,2001,21.7,75.0123036053533,30.929277330684,45.5971714833651,34.6460651279556,6,8.26893908320624,73.7075695183943,22.5014563250583,0.457707704697328,1.41284168331442,0.10355166916818,0.384684058809291,3857.11009608263,45589.1669081653
16,Michoacán,2001,11.4,33.2180512777386,45.7806609417019,29.0669931842803,39.8286908478939,13.4,6.4776183146294,73.1857607095086,19.9967066669411,0.45008013971427,1.29294486567026,-1.41699304719104,0.710654567677343,3412.455300776,36304.1719329618
17,Morelos,2001,12.0,18.7482057381227,28.2225774829587,37.2579028080629,38.9227452663957,8.9,7.8639953759392,74.3582279540125,17.387190253711,0.47793394322625,2.28010719946735,-0.488991788066316,0.214911045693076,3724.60775286892,55247.8579696385
18,Nayarit,2001,13.4,12.7543511959657,43.3451836525494,40.2391107211858,37.8955032929431,8.7,7.41055731963128,73.906504550889,16.8882323978336,0.609456584324037,2.70209827857239,-0.483986621988812,0.297586568730325,3575.65530531502,44124.8519615722
19,Nuevo León,2001,3.5,12.804370558484,22.5603288224456,72.2212228806126,35.4681559246254,3.1,9.04572060821284,75.5805255144225,12.849871263986,0.739704228254012,2.37488698854043,0.196403986784885,0.2342,5575.59341756262,105508.970878316
20,Oaxaca,2001,35.6,57.1327919643744,67.5244667741015,25.4712307517855,39.4030219645975,20.8,5.96092439661721,70.9399441196218,24.6777932822784,0.387088431348935,1.48813618266874,-1.34799413241758,0.485878184189568,2754.70531909706,29221.7504741105
21,Puebla,2001,9.5,74.396105685332,55.1297759501819,29.1976243428611,38.9747254379477,14,6.97553852912044,72.9334163828533,26.9262483490342,0.562517503946008,1.62507116454782,-0.905338243693605,0.11496318605925,3227.93080526805,40462.6590850057
22,Querétaro,2001,5.4,28.6402257274087,63.7912250506543,53.8807445703474,39.0236828792734,9.2,7.91509351391289,73.8625147924459,19.1152092830501,0.461713086597654,1.95176599359931,-0.256352449153809,0.386937222574509,4136.48320297456,67763.9724160705
23,Quintana Roo,2001,25.8,9.00211549714183,31.9604221351603,53.4317972772609,36.5165956901506,7.2,8.08962217244412,74.3430517897803,17.9679039086344,0.491029348222442,2.22238917774643,2.18030698394622,0.312072026943014,5629.63454158477,98485.6643302487
24,San Luis Potosí,2001,8.1,39.2305213456069,60.6569476742608,42.6874069741158,36.53928163665,10.8,7.14187160395909,73.1807635031505,20.0020497403662,0.50788502502366,1.90398939063961,-1.15902100528248,0.162769426548954,3946.12134883963,46917.4034781217
25,Sinaloa,2001,21.4,14.2046930920152,31.2501984472688,55.1446072972354,35.6395767147653,7.4,7.75505076347621,74.5745946256727,14.4880601339719,0.708754311296736,2.49278198834261,-0.600930779588189,0.355373064061309,4458.44049061978,53739.4263578795
26,Sonora,2001,7.9,21.3253511897607,43.5645583632747,63.7336091909815,33.4669417947989,4.2,8.31504893566145,73.8483909590338,16.1187821364608,0.90042568165175,2.62801062011001,0.050203775838854,0.112267433137027,4669.99966554477,69930.7585441731
27,Tabasco,2001,8.4,24.8432558981679,78.4716260355344,34.9452573664711,26.7711834057654,9.3,7.33656702022028,73.3182127025862,18.2616081540204,0.679377845359883,2.84550660282686,-0.521730801274344,0.785287770537828,3721.31573801592,41837.7073317881
28,Tamaulipas,2001,5.8,20.2037976622251,41.3663115486201,56.2710202795451,35.2778268435179,4.9,8.23392977922181,74.6852570251418,17.2333413712724,0.862316836854703,2.82043238644796,0.350245441795231,0.392436271332901,5593.49991954602,74510.319172607
29,Tlaxcala,2001,34.3,76.6528265729799,63.5500933653127,38.1533732642487,34.9742682045719,7.4,7.83742727973003,73.4881660721216,24.9291567741441,0.480087338807726,2.15756445987758,-0.30793337193855,0.891829914317204,2947.08110355295,38208.6405645015
30,Veracruz,2001,6.4,39.7483776749966,56.6318988930066,35.3322576469012,33.8723350821633,14.4,6.67090484425204,72.4234124747017,21.1045549623802,0.573475097146331,1.98030547953769,-1.14722439843159,0.332290370847346,3686.70990607985,40949.4906514482
31,Yucatán,2001,0.9,18.6841051648205,54.3600091704423,51.6315346452685,37.6353542533044,11.8,6.99663981874434,74.2464736005399,16.2162162162162,0.751999179655231,2.54019829851263,-0.212648124910872,0.435993696700037,3398.59494597269,52957.9467326622
32,Zacatecas,2001,6.6,30.0497353783507,82.6641204210943,35.7462391498996,33.3652221796133,7.7,6.66809544899396,73.7671964199171,17.9619314289119,0.400772991810548,1.93691477887976,-1.59032345180292,0.166699837463097,3430.01085344003,34294.3544152305
01,Aguascalientes,2002,2.49093920862861,10.8012189947151,45.8688448744589,62.4722378870892,36.7889075714034,4.5,8.20516459888785,74.707344783291,15.4990473398798,0.737566461795046,3.15116140125422,-0.459769894700335,0.496867408259813,4271.12556719433,70207.5134106181
